     trial      time    xTrans    yTrans    zTrans      xRot      yRot      zRot         
        p1      7.34      4.95     -1.95  0.533333       290         0       315         
        p1      7.36      4.95     -1.95  0.533333       290         0       315         
        p1      7.38      4.95     -1.95  0.533333       290         0       315         
        p1       7.4      4.95     -1.95  0.533333       290         0       315         
        p1      7.42      4.95     -1.95  0.533333       290         0       315         
        p1      7.44      4.95     -1.95  0.533333       290         0       315         
        p1      7.46      4.95     -1.95  0.533333       290         0       315         
        p1      7.48      4.95     -1.95  0.533333       290         0       315         
        p1       7.5      4.95     -1.95  0.533333       290         0       315         
        p1      7.52      4.95     -1.95  0.533333       290         0       315         
        p1      7.54      4.95     -1.95  0.533333       290         0       315         
        p1      7.56      4.95     -1.95  0.533333       290         0       315         
        p1      7.58      4.95     -1.95  0.533333       290         0       315         
        p1       7.6      4.95     -1.95  0.533333       290         0       315         
        p1      7.62      4.95     -1.95  0.533333       290         0       315         
        p1      7.64      4.95     -1.95  0.533333       290         0       315         
        p1      7.66      4.95     -1.95  0.533333       290         0       315         
        p1      7.68      4.95     -1.95  0.533333       290         0       315         
        p1       7.7      4.95     -1.95  0.533333       290         0       315         
        p1      7.72      4.95     -1.95  0.533333       290         0       315         
        p1      7.74      4.95     -1.95  0.533333       290         0       315         
        p1      7.76      4.95     -1.95  0.533333       290         0       315         
        p1      7.78      4.95     -1.95  0.533333       290         0       315         
        p1       7.8      4.95     -1.95  0.533333       290         0       315         
        p1      7.82      4.95     -1.95  0.533333       290         0       315         
        p1      7.84      4.95     -1.95  0.533333       290         0       315         
        p1      7.86      4.95     -1.95  0.533333       290         0       315         
        p1      7.88      4.95     -1.95  0.533333       290         0       315         
        p1       7.9      4.95     -1.95  0.533333       290         0       315         
        p1      7.92      4.95     -1.95  0.533333       290         0       315         
        p1      7.94      4.95     -1.95  0.533333       290         0       315         
        p1      7.96      4.95     -1.95  0.533333       290         0       315         
        p1      7.98      4.95     -1.95  0.533333       290         0       315         
        p1         8      4.95     -1.95  0.533333       290         0       315         
        p1      8.02      4.95     -1.95  0.533333       290         0       315         
        p1      8.04      4.95     -1.95  0.533333       290         0       315         
        p1      8.06      4.95     -1.95  0.533333       290         0       315         
        p1      8.08      4.95     -1.95  0.533333       290         0       315         
        p1       8.1      4.95     -1.95  0.533333       290         0       315         
        p1      8.12      4.95     -1.95  0.533333       290         0       315         
        p1      8.14      4.95     -1.95  0.533333       290         0       315         
        p1      8.16      4.95     -1.95  0.533333       290         0       315         
        p1      8.18      4.95     -1.95  0.533333       290         0       315         
        p1       8.2      4.95     -1.95  0.533333       290         0       315         
        p1      8.22      4.95     -1.95  0.533333       290         0       315         
        p1      8.24      4.95     -1.95  0.533333       290         0       315         
        p1      8.26      4.95     -1.95  0.533333       290         0       315         
        p1      8.28      4.95     -1.95  0.533333       290         0       315         
        p1       8.3      4.95     -1.95  0.533333       290         0       315         
        p1      8.32      4.95     -1.95  0.533333       290         0       315         
        p1      8.34      4.95     -1.95  0.533333       290         0       315         
        p1      8.36      4.95     -1.95  0.533333       290         0       315         
        p1      8.38      4.95     -1.95  0.533333       290         0       315         
        p1       8.4      4.95     -1.95  0.533333       290         0       315         
        p1      8.42      4.95     -1.95  0.533333       290         0       315         
        p1      8.44      4.95     -1.95  0.533333       290         0       315         
        p1      8.46      4.95     -1.95  0.533333       290         0       315         
        p1      8.48      4.95     -1.95  0.533333       290         0       315         
        p1       8.5      4.95     -1.95  0.533333       290         0       315         
        p1      8.52      4.95     -1.95  0.533333       290         0       315         
        p1      8.56      4.95     -1.95  0.533333       290         0       315         
        p1      8.58      4.95     -1.95  0.533333       290         0       315         
        p1       8.6      4.95     -1.95  0.533333       290         0       315         
        p1      8.62      4.95     -1.95  0.533333       290         0       315         
        p1      8.64      4.95     -1.95  0.533333       290         0       315         
        p1      8.66      4.95     -1.95  0.533333       290         0       315         
        p1      8.68      4.95     -1.95  0.533333       290         0       315         
        p1       8.7      4.95     -1.95  0.533333       290         0       315         
        p1      8.72      4.95     -1.95  0.533333       290         0       315         
        p1      8.74      4.95     -1.95  0.533333       290         0       315         
        p1      8.76      4.95     -1.95  0.533333       290         0       315         
